iter	RMSE
881	0.4037062623
882	0.4030225151
883	0.4025591726
884	0.4019823958
885	0.4016106006
886	0.401038266
887	0.4009100286
888	0.4003171512
889	0.3997720911
890	0.3989454117
891	0.3980277458
892	0.3972119967
893	0.3964765005
894	0.395657412
895	0.394674046
896	0.3944579146
897	0.3939970605
898	0.3932996648
899	0.3930831277
900	0.3926059648
901	0.3915648308
902	0.3909712747
903	0.3905655765
904	0.3896537759
905	0.3889717421
906	0.3884406874
907	0.3878404376
908	0.3874282972
909	0.3866362695
910	0.3861325965
911	0.3855645281
912	0.3847756019
913	0.3839992322
914	0.3837036551
915	0.3833397135
916	0.3828432657
917	0.3823331019
918	0.3816350836
919	0.3811849503
920	0.3804930568
921	0.3792846363
922	0.3789488292
923	0.3781401213
924	0.3773658821
925	0.3767461302
926	0.3762694381
927	0.3754528739
928	0.3748891862
929	0.3742242426
930	0.3730060975
931	0.3719983708
932	0.3715097342
933	0.3712827608
934	0.3702669477
935	0.3698567985
936	0.3693394225
937	0.3688111616
938	0.3679378109
939	0.367474266
940	0.3668099984
941	0.366055644
942	0.3654716077
943	0.3651144134
944	0.3648704694
945	0.3644772715
946	0.3640617544
947	0.3634678659
948	0.3629520485
949	0.3628904197
950	0.3628414776
951	0.3623761219
952	0.3619509757
953	0.3611667035
954	0.360297167
955	0.359682134
956	0.359076332
957	0.3586092023
958	0.3578109836
959	0.3571238488
960	0.3567507354
961	0.3566566806
962	0.3563643219
963	0.3562842493
964	0.3558706922
965	0.3555788314
966	0.3551378419
967	0.3544784596
968	0.353785046
969	0.3537430001
970	0.3530117583
971	0.3525690039
972	0.3522301699
973	0.3515344518
974	0.350924453
975	0.3503964172
976	0.3496864108
977	0.3493771339
978	0.3487499529
979	0.3486561151
980	0.3479500216
981	0.3474394565
982	0.346825164
983	0.3462959162
984	0.345202021
985	0.3451207735
986	0.3447053145
987	0.3438915268
988	0.3433199429
989	0.3429161925
990	0.3423549153
991	0.3415654739
992	0.3409586499
993	0.3406960505
994	0.3400813137
995	0.3397407511
996	0.3390316391
997	0.3386207516
998	0.3382014074
999	0.337805669
